"CUSTOMER_RK";"report_dttm";"AVG_SAL_AMT_ALL_1Y";"AVG_SAL_AMT_ADD_1Y";"AVG_SAL_AMT_MAIN_1Y";"AVG_SAL_AMT_ALL_6M";"AVG_SAL_AMT_ADD_6M";"AVG_SAL_AMT_MAIN_6M";"AVG_SAL_AMT_ALL_3M";"AVG_SAL_AMT_ADD_3M";"AVG_SAL_AMT_MAIN_3M";"AVG_SAL_AMT_ALL_2M";"AVG_SAL_AMT_ADD_2M";"AVG_SAL_AMT_MAIN_2M";"AVG_SAL_AMT_ALL_1M";"AVG_SAL_AMT_ADD_1M";"AVG_SAL_AMT_MAIN_1M";"SUM_SAL_AMT_ALL_1Y";"SUM_SAL_AMT_ADD_1Y";"SUM_SAL_AMT_MAIN_1Y";"SUM_SAL_AMT_ALL_6M";"SUM_SAL_AMT_ADD_6M";"SUM_SAL_AMT_MAIN_6M";"SUM_SAL_AMT_ALL_3M";"SUM_SAL_AMT_ADD_3M";"SUM_SAL_AMT_MAIN_3M";"SUM_SAL_AMT_ALL_2M";"SUM_SAL_AMT_ADD_2M";"SUM_SAL_AMT_MAIN_2M";"SUM_SAL_AMT_ALL_1M";"SUM_SAL_AMT_ADD_1M";"SUM_SAL_AMT_MAIN_1M";"MAX_SAL_AMT_ALL_1Y";"MAX_SAL_AMT_ADD_1Y";"MAX_SAL_AMT_MAIN_1Y";"MAX_SAL_AMT_ALL_6M";"MAX_SAL_AMT_ADD_6M";"MAX_SAL_AMT_MAIN_6M";"MAX_SAL_AMT_ALL_3M";"MAX_SAL_AMT_ADD_3M";"MAX_SAL_AMT_MAIN_3M";"MAX_SAL_AMT_ALL_2M";"MAX_SAL_AMT_ADD_2M";"MAX_SAL_AMT_MAIN_2M";"MAX_SAL_AMT_ALL_1M";"MAX_SAL_AMT_ADD_1M";"MAX_SAL_AMT_MAIN_1M"
825;2022-03-23 18:49:42.098 +0300;156004.571428571429;108273.500000000000;175097.000000000000;141083.333333333333;108273.500000000000;157488.250000000000;141083.333333333333;108273.500000000000;157488.250000000000;141083.333333333333;108273.500000000000;157488.250000000000;147836.600000000000;108273.500000000000;174212.000000000000;1092032.00000;216547.00000;875485.00000;846500.00000;216547.00000;629953.00000;846500.00000;216547.00000;629953.00000;846500.00000;216547.00000;629953.00000;739183.00000;216547.00000;522636.00000;259708.00000;166581.00000;259708.00000;259708.00000;166581.00000;259708.00000;259708.00000;166581.00000;259708.00000;259708.00000;166581.00000;259708.00000;259708.00000;166581.00000;259708.00000
826;2022-03-23 18:49:42.098 +0300;298558.000000000000;298558.000000000000;;298558.000000000000;298558.000000000000;;298558.000000000000;298558.000000000000;;298558.000000000000;298558.000000000000;;298558.000000000000;298558.000000000000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;;298558.00000;298558.00000;
827;2022-03-23 18:49:42.098 +0300;159467.000000000000;208233.000000000000;147275.500000000000;159467.000000000000;208233.000000000000;147275.500000000000;174976.500000000000;208233.000000000000;163891.000000000000;174976.500000000000;208233.000000000000;163891.000000000000;190473.000000000000;;190473.000000000000;797335.00000;208233.00000;589102.00000;797335.00000;208233.00000;589102.00000;699906.00000;208233.00000;491673.00000;699906.00000;208233.00000;491673.00000;380946.00000;;380946.00000;208233.00000;208233.00000;194916.00000;208233.00000;208233.00000;194916.00000;208233.00000;208233.00000;194916.00000;208233.00000;208233.00000;194916.00000;194916.00000;;194916.00000
828;2022-03-23 18:49:42.098 +0300;113057.000000000000;113057.000000000000;;113057.000000000000;113057.000000000000;;82468.000000000000;82468.000000000000;;82468.000000000000;82468.000000000000;;82468.000000000000;82468.000000000000;;226114.00000;226114.00000;;226114.00000;226114.00000;;82468.00000;82468.00000;;82468.00000;82468.00000;;82468.00000;82468.00000;;143646.00000;143646.00000;;143646.00000;143646.00000;;82468.00000;82468.00000;;82468.00000;82468.00000;;82468.00000;82468.00000;
829;2022-03-23 18:49:42.098 +0300;210542.666666666667;245905.000000000000;192861.500000000000;210542.666666666667;245905.000000000000;192861.500000000000;210542.666666666667;245905.000000000000;192861.500000000000;210542.666666666667;245905.000000000000;192861.500000000000;258267.500000000000;245905.000000000000;270630.000000000000;631628.00000;245905.00000;385723.00000;631628.00000;245905.00000;385723.00000;631628.00000;245905.00000;385723.00000;631628.00000;245905.00000;385723.00000;516535.00000;245905.00000;270630.00000;270630.00000;245905.00000;270630.00000;270630.00000;245905.00000;270630.00000;270630.00000;245905.00000;270630.00000;270630.00000;245905.00000;270630.00000;270630.00000;245905.00000;270630.00000
830;2022-03-23 18:49:42.098 +0300;160912.333333333333;;160912.333333333333;102414.500000000000;;102414.500000000000;108568.000000000000;;108568.000000000000;108568.000000000000;;108568.000000000000;108568.000000000000;;108568.000000000000;482737.00000;;482737.00000;204829.00000;;204829.00000;108568.00000;;108568.00000;108568.00000;;108568.00000;108568.00000;;108568.00000;277908.00000;;277908.00000;108568.00000;;108568.00000;108568.00000;;108568.00000;108568.00000;;108568.00000;108568.00000;;108568.00000
831;2022-03-23 18:49:42.098 +0300;252772.000000000000;252772.000000000000;;;;;;;;;;;;;;252772.00000;252772.00000;;;;;;;;;;;;;;252772.00000;252772.00000;;;;;;;;;;;;;
832;2022-03-23 18:49:42.098 +0300;111423.000000000000;;111423.000000000000;111423.000000000000;;111423.000000000000;111423.000000000000;;111423.000000000000;111423.000000000000;;111423.000000000000;111423.000000000000;;111423.000000000000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000;111423.00000;;111423.00000
833;2022-03-23 18:49:42.098 +0300;175222.000000000000;175222.000000000000;;175222.000000000000;175222.000000000000;;175222.000000000000;175222.000000000000;;175222.000000000000;175222.000000000000;;175222.000000000000;175222.000000000000;;525666.00000;525666.00000;;525666.00000;525666.00000;;525666.00000;525666.00000;;525666.00000;525666.00000;;525666.00000;525666.00000;;199571.00000;199571.00000;;199571.00000;199571.00000;;199571.00000;199571.00000;;199571.00000;199571.00000;;199571.00000;199571.00000;
834;2022-03-23 18:49:42.098 +0300;184406.000000000000;;184406.000000000000;199100.000000000000;;199100.000000000000;;;;;;;;;;368812.00000;;368812.00000;199100.00000;;199100.00000;;;;;;;;;;199100.00000;;199100.00000;199100.00000;;199100.00000;;;;;;;;;
835;2022-03-23 18:49:42.098 +0300;204284.000000000000;204284.000000000000;;204284.000000000000;204284.000000000000;;204284.000000000000;204284.000000000000;;204284.000000000000;204284.000000000000;;;;;204284.00000;204284.00000;;204284.00000;204284.00000;;204284.00000;204284.00000;;204284.00000;204284.00000;;;;;204284.00000;204284.00000;;204284.00000;204284.00000;;204284.00000;204284.00000;;204284.00000;204284.00000;;;;
836;2022-03-23 18:49:42.098 +0300;194306.333333333333;178122.500000000000;202398.250000000000;226809.600000000000;178122.500000000000;259267.666666666667;220184.500000000000;102935.000000000000;259267.666666666667;220184.500000000000;102935.000000000000;259267.666666666667;194282.000000000000;102935.000000000000;239955.500000000000;1165838.00000;356245.00000;809593.00000;1134048.00000;356245.00000;777803.00000;880738.00000;102935.00000;777803.00000;880738.00000;102935.00000;777803.00000;582846.00000;102935.00000;479911.00000;297892.00000;253310.00000;297892.00000;297892.00000;253310.00000;297892.00000;297892.00000;102935.00000;297892.00000;297892.00000;102935.00000;297892.00000;274158.00000;102935.00000;274158.00000
837;2022-03-23 18:49:42.098 +0300;124873.000000000000;;124873.000000000000;124873.000000000000;;124873.000000000000;124873.000000000000;;124873.000000000000;124873.000000000000;;124873.000000000000;124873.000000000000;;124873.000000000000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000;124873.00000;;124873.00000
838;2022-03-23 18:49:42.098 +0300;183223.000000000000;;183223.000000000000;183223.000000000000;;183223.000000000000;183223.000000000000;;183223.000000000000;183223.000000000000;;183223.000000000000;203934.000000000000;;203934.000000000000;366446.00000;;366446.00000;366446.00000;;366446.00000;366446.00000;;366446.00000;366446.00000;;366446.00000;203934.00000;;203934.00000;203934.00000;;203934.00000;203934.00000;;203934.00000;203934.00000;;203934.00000;203934.00000;;203934.00000;203934.00000;;203934.00000
839;2022-03-23 18:49:42.098 +0300;239889.500000000000;187684.000000000000;292095.000000000000;239889.500000000000;187684.000000000000;292095.000000000000;239889.500000000000;187684.000000000000;292095.000000000000;239889.500000000000;187684.000000000000;292095.000000000000;239889.500000000000;187684.000000000000;292095.000000000000;479779.00000;187684.00000;292095.00000;479779.00000;187684.00000;292095.00000;479779.00000;187684.00000;292095.00000;479779.00000;187684.00000;292095.00000;479779.00000;187684.00000;292095.00000;292095.00000;187684.00000;292095.00000;292095.00000;187684.00000;292095.00000;292095.00000;187684.00000;292095.00000;292095.00000;187684.00000;292095.00000;292095.00000;187684.00000;292095.00000
840;2022-03-23 18:49:42.098 +0300;133907.000000000000;53068.500000000000;295584.000000000000;133907.000000000000;53068.500000000000;295584.000000000000;168370.000000000000;41156.000000000000;295584.000000000000;168370.000000000000;41156.000000000000;295584.000000000000;295584.000000000000;;295584.000000000000;401721.00000;106137.00000;295584.00000;401721.00000;106137.00000;295584.00000;336740.00000;41156.00000;295584.00000;336740.00000;41156.00000;295584.00000;295584.00000;;295584.00000;295584.00000;64981.00000;295584.00000;295584.00000;64981.00000;295584.00000;295584.00000;41156.00000;295584.00000;295584.00000;41156.00000;295584.00000;295584.00000;;295584.00000
841;2022-03-23 18:49:42.098 +0300;112299.000000000000;105475.000000000000;122535.000000000000;105101.750000000000;105475.000000000000;103982.000000000000;86990.666666666667;78495.000000000000;103982.000000000000;86990.666666666667;78495.000000000000;103982.000000000000;86990.666666666667;78495.000000000000;103982.000000000000;561495.00000;316425.00000;245070.00000;420407.00000;316425.00000;103982.00000;260972.00000;156990.00000;103982.00000;260972.00000;156990.00000;103982.00000;260972.00000;156990.00000;103982.00000;159435.00000;159435.00000;141088.00000;159435.00000;159435.00000;103982.00000;106127.00000;106127.00000;103982.00000;106127.00000;106127.00000;103982.00000;106127.00000;106127.00000;103982.00000
842;2022-03-23 18:49:42.098 +0300;92709.000000000000;32475.000000000000;152943.000000000000;32475.000000000000;32475.000000000000;;32475.000000000000;32475.000000000000;;32475.000000000000;32475.000000000000;;32475.000000000000;32475.000000000000;;185418.00000;32475.00000;152943.00000;32475.00000;32475.00000;;32475.00000;32475.00000;;32475.00000;32475.00000;;32475.00000;32475.00000;;152943.00000;32475.00000;152943.00000;32475.00000;32475.00000;;32475.00000;32475.00000;;32475.00000;32475.00000;;32475.00000;32475.00000;
843;2022-03-23 18:49:42.098 +0300;173903.000000000000;173903.000000000000;;234652.000000000000;234652.000000000000;;234652.000000000000;234652.000000000000;;234652.000000000000;234652.000000000000;;;;;347806.00000;347806.00000;;234652.00000;234652.00000;;234652.00000;234652.00000;;234652.00000;234652.00000;;;;;234652.00000;234652.00000;;234652.00000;234652.00000;;234652.00000;234652.00000;;234652.00000;234652.00000;;;;
844;2022-03-23 18:49:42.098 +0300;142222.200000000000;133212.666666666667;155736.500000000000;142222.200000000000;133212.666666666667;155736.500000000000;142222.200000000000;133212.666666666667;155736.500000000000;142222.200000000000;133212.666666666667;155736.500000000000;134294.750000000000;112853.000000000000;155736.500000000000;711111.00000;399638.00000;311473.00000;711111.00000;399638.00000;311473.00000;711111.00000;399638.00000;311473.00000;711111.00000;399638.00000;311473.00000;537179.00000;225706.00000;311473.00000;235562.00000;173932.00000;235562.00000;235562.00000;173932.00000;235562.00000;235562.00000;173932.00000;235562.00000;235562.00000;173932.00000;235562.00000;235562.00000;141341.00000;235562.00000
845;2022-03-23 18:49:42.098 +0300;130950.500000000000;141687.750000000000;109476.000000000000;114973.000000000000;118637.666666666667;109476.000000000000;98699.250000000000;87922.500000000000;109476.000000000000;98699.250000000000;87922.500000000000;109476.000000000000;114800.500000000000;142170.000000000000;87431.000000000000;785703.00000;566751.00000;218952.00000;574865.00000;355913.00000;218952.00000;394797.00000;175845.00000;218952.00000;394797.00000;175845.00000;218952.00000;229601.00000;142170.00000;87431.00000;210838.00000;210838.00000;131521.00000;180068.00000;180068.00000;131521.00000;142170.00000;142170.00000;131521.00000;142170.00000;142170.00000;131521.00000;142170.00000;142170.00000;87431.00000
846;2022-03-23 18:49:42.098 +0300;204390.500000000000;;204390.500000000000;281466.000000000000;;281466.000000000000;;;;;;;;;;408781.00000;;408781.00000;281466.00000;;281466.00000;;;;;;;;;;281466.00000;;281466.00000;281466.00000;;281466.00000;;;;;;;;;
847;2022-03-23 18:49:42.098 +0300;212847.000000000000;;212847.000000000000;212847.000000000000;;212847.000000000000;232215.000000000000;;232215.000000000000;232215.000000000000;;232215.000000000000;;;;425694.00000;;425694.00000;425694.00000;;425694.00000;232215.00000;;232215.00000;232215.00000;;232215.00000;;;;232215.00000;;232215.00000;232215.00000;;232215.00000;232215.00000;;232215.00000;232215.00000;;232215.00000;;;
848;2022-03-23 18:49:42.098 +0300;178985.500000000000;265490.000000000000;92481.000000000000;178985.500000000000;265490.000000000000;92481.000000000000;92481.000000000000;;92481.000000000000;92481.000000000000;;92481.000000000000;;;;357971.00000;265490.00000;92481.00000;357971.00000;265490.00000;92481.00000;92481.00000;;92481.00000;92481.00000;;92481.00000;;;;265490.00000;265490.00000;92481.00000;265490.00000;265490.00000;92481.00000;92481.00000;;92481.00000;92481.00000;;92481.00000;;;
849;2022-03-23 18:49:42.098 +0300;166666.000000000000;181310.500000000000;137377.000000000000;166666.000000000000;181310.500000000000;137377.000000000000;180537.500000000000;223698.000000000000;137377.000000000000;180537.500000000000;223698.000000000000;137377.000000000000;180537.500000000000;223698.000000000000;137377.000000000000;499998.00000;362621.00000;137377.00000;499998.00000;362621.00000;137377.00000;361075.00000;223698.00000;137377.00000;361075.00000;223698.00000;137377.00000;361075.00000;223698.00000;137377.00000;223698.00000;223698.00000;137377.00000;223698.00000;223698.00000;137377.00000;223698.00000;223698.00000;137377.00000;223698.00000;223698.00000;137377.00000;223698.00000;223698.00000;137377.00000
850;2022-03-23 18:49:42.098 +0300;183937.000000000000;170357.000000000000;197517.000000000000;183937.000000000000;170357.000000000000;197517.000000000000;165861.500000000000;130133.000000000000;201590.000000000000;165861.500000000000;130133.000000000000;201590.000000000000;191411.333333333333;171054.000000000000;201590.000000000000;1103622.00000;511071.00000;592551.00000;1103622.00000;511071.00000;592551.00000;663446.00000;260266.00000;403180.00000;663446.00000;260266.00000;403180.00000;574234.00000;171054.00000;403180.00000;297396.00000;250805.00000;297396.00000;297396.00000;250805.00000;297396.00000;297396.00000;171054.00000;297396.00000;297396.00000;171054.00000;297396.00000;297396.00000;171054.00000;297396.00000
851;2022-03-23 18:49:42.098 +0300;93706.000000000000;;93706.000000000000;93706.000000000000;;93706.000000000000;;;;;;;;;;93706.00000;;93706.00000;93706.00000;;93706.00000;;;;;;;;;;93706.00000;;93706.00000;93706.00000;;93706.00000;;;;;;;;;
852;2022-03-23 18:49:42.098 +0300;146348.000000000000;134847.000000000000;157849.000000000000;146348.000000000000;134847.000000000000;157849.000000000000;138721.000000000000;100465.000000000000;157849.000000000000;138721.000000000000;100465.000000000000;157849.000000000000;146287.000000000000;100465.000000000000;192109.000000000000;585392.00000;269694.00000;315698.00000;585392.00000;269694.00000;315698.00000;416163.00000;100465.00000;315698.00000;416163.00000;100465.00000;315698.00000;292574.00000;100465.00000;192109.00000;192109.00000;169229.00000;192109.00000;192109.00000;169229.00000;192109.00000;192109.00000;100465.00000;192109.00000;192109.00000;100465.00000;192109.00000;192109.00000;100465.00000;192109.00000
853;2022-03-23 18:49:42.098 +0300;164852.750000000000;173167.000000000000;156538.500000000000;130970.666666666667;79835.000000000000;156538.500000000000;101697.500000000000;79835.000000000000;123560.000000000000;101697.500000000000;79835.000000000000;123560.000000000000;123560.000000000000;;123560.000000000000;659411.00000;346334.00000;313077.00000;392912.00000;79835.00000;313077.00000;203395.00000;79835.00000;123560.00000;203395.00000;79835.00000;123560.00000;123560.00000;;123560.00000;266499.00000;266499.00000;189517.00000;189517.00000;79835.00000;189517.00000;123560.00000;79835.00000;123560.00000;123560.00000;79835.00000;123560.00000;123560.00000;;123560.00000
854;2022-03-23 18:49:42.098 +0300;121907.000000000000;;121907.000000000000;121907.000000000000;;121907.000000000000;99128.000000000000;;99128.000000000000;99128.000000000000;;99128.000000000000;74264.000000000000;;74264.000000000000;365721.00000;;365721.00000;365721.00000;;365721.00000;198256.00000;;198256.00000;198256.00000;;198256.00000;74264.00000;;74264.00000;167465.00000;;167465.00000;167465.00000;;167465.00000;123992.00000;;123992.00000;123992.00000;;123992.00000;74264.00000;;74264.00000
855;2022-03-23 18:49:42.098 +0300;145376.500000000000;171545.000000000000;119208.000000000000;148450.666666666667;171545.000000000000;102262.000000000000;148450.666666666667;171545.000000000000;102262.000000000000;148450.666666666667;171545.000000000000;102262.000000000000;124060.500000000000;145859.000000000000;102262.000000000000;581506.00000;343090.00000;238416.00000;445352.00000;343090.00000;102262.00000;445352.00000;343090.00000;102262.00000;445352.00000;343090.00000;102262.00000;248121.00000;145859.00000;102262.00000;197231.00000;197231.00000;136154.00000;197231.00000;197231.00000;102262.00000;197231.00000;197231.00000;102262.00000;197231.00000;197231.00000;102262.00000;145859.00000;145859.00000;102262.00000
856;2022-03-23 18:49:42.098 +0300;75056.500000000000;;75056.500000000000;108677.000000000000;;108677.000000000000;;;;;;;;;;150113.00000;;150113.00000;108677.00000;;108677.00000;;;;;;;;;;108677.00000;;108677.00000;108677.00000;;108677.00000;;;;;;;;;
857;2022-03-23 18:49:42.098 +0300;265597.000000000000;250995.000000000000;280199.000000000000;265597.000000000000;250995.000000000000;280199.000000000000;265597.000000000000;250995.000000000000;280199.000000000000;265597.000000000000;250995.000000000000;280199.000000000000;280199.000000000000;;280199.000000000000;531194.00000;250995.00000;280199.00000;531194.00000;250995.00000;280199.00000;531194.00000;250995.00000;280199.00000;531194.00000;250995.00000;280199.00000;280199.00000;;280199.00000;280199.00000;250995.00000;280199.00000;280199.00000;250995.00000;280199.00000;280199.00000;250995.00000;280199.00000;280199.00000;250995.00000;280199.00000;280199.00000;;280199.00000
858;2022-03-23 18:49:42.098 +0300;171742.333333333333;159558.000000000000;196111.000000000000;116367.000000000000;36623.000000000000;196111.000000000000;116367.000000000000;36623.000000000000;196111.000000000000;116367.000000000000;36623.000000000000;196111.000000000000;116367.000000000000;36623.000000000000;196111.000000000000;515227.00000;319116.00000;196111.00000;232734.00000;36623.00000;196111.00000;232734.00000;36623.00000;196111.00000;232734.00000;36623.00000;196111.00000;232734.00000;36623.00000;196111.00000;282493.00000;282493.00000;196111.00000;196111.00000;36623.00000;196111.00000;196111.00000;36623.00000;196111.00000;196111.00000;36623.00000;196111.00000;196111.00000;36623.00000;196111.00000
859;2022-03-23 18:49:42.098 +0300;97722.800000000000;236134.000000000000;63120.000000000000;107548.000000000000;236134.000000000000;64686.000000000000;127236.333333333333;236134.000000000000;72787.500000000000;127236.333333333333;236134.000000000000;72787.500000000000;127236.333333333333;236134.000000000000;72787.500000000000;488614.00000;236134.00000;252480.00000;430192.00000;236134.00000;194058.00000;381709.00000;236134.00000;145575.00000;381709.00000;236134.00000;145575.00000;381709.00000;236134.00000;145575.00000;236134.00000;236134.00000;114480.00000;236134.00000;236134.00000;114480.00000;236134.00000;236134.00000;114480.00000;236134.00000;236134.00000;114480.00000;236134.00000;236134.00000;114480.00000
860;2022-03-23 18:49:42.098 +0300;92733.250000000000;71263.000000000000;157144.000000000000;92733.250000000000;71263.000000000000;157144.000000000000;92733.250000000000;71263.000000000000;157144.000000000000;92733.250000000000;71263.000000000000;157144.000000000000;92733.250000000000;71263.000000000000;157144.000000000000;370933.00000;213789.00000;157144.00000;370933.00000;213789.00000;157144.00000;370933.00000;213789.00000;157144.00000;370933.00000;213789.00000;157144.00000;370933.00000;213789.00000;157144.00000;157144.00000;82434.00000;157144.00000;157144.00000;82434.00000;157144.00000;157144.00000;82434.00000;157144.00000;157144.00000;82434.00000;157144.00000;157144.00000;82434.00000;157144.00000
861;2022-03-23 18:49:42.098 +0300;225640.400000000000;225640.400000000000;;233649.500000000000;233649.500000000000;;233649.500000000000;233649.500000000000;;233649.500000000000;233649.500000000000;;239211.000000000000;239211.000000000000;;1128202.00000;1128202.00000;;934598.00000;934598.00000;;934598.00000;934598.00000;;934598.00000;934598.00000;;717633.00000;717633.00000;;258096.00000;258096.00000;;258096.00000;258096.00000;;258096.00000;258096.00000;;258096.00000;258096.00000;;258096.00000;258096.00000;
862;2022-03-23 18:49:42.098 +0300;135655.000000000000;187202.000000000000;84108.000000000000;158091.666666666667;187202.000000000000;99871.000000000000;158091.666666666667;187202.000000000000;99871.000000000000;158091.666666666667;187202.000000000000;99871.000000000000;103616.000000000000;103616.000000000000;;542620.00000;374404.00000;168216.00000;474275.00000;374404.00000;99871.00000;474275.00000;374404.00000;99871.00000;474275.00000;374404.00000;99871.00000;103616.00000;103616.00000;;270788.00000;270788.00000;99871.00000;270788.00000;270788.00000;99871.00000;270788.00000;270788.00000;99871.00000;270788.00000;270788.00000;99871.00000;103616.00000;103616.00000;
863;2022-03-23 18:49:42.098 +0300;172382.000000000000;123992.000000000000;196577.000000000000;172382.000000000000;123992.000000000000;196577.000000000000;196577.000000000000;;196577.000000000000;196577.000000000000;;196577.000000000000;196577.000000000000;;196577.000000000000;517146.00000;123992.00000;393154.00000;517146.00000;123992.00000;393154.00000;393154.00000;;393154.00000;393154.00000;;393154.00000;393154.00000;;393154.00000;263018.00000;123992.00000;263018.00000;263018.00000;123992.00000;263018.00000;263018.00000;;263018.00000;263018.00000;;263018.00000;263018.00000;;263018.00000
864;2022-03-23 18:49:42.098 +0300;188416.400000000000;207222.666666666667;160207.000000000000;188416.400000000000;207222.666666666667;160207.000000000000;174345.666666666667;178046.500000000000;166944.000000000000;174345.666666666667;178046.500000000000;166944.000000000000;178046.500000000000;178046.500000000000;;942082.00000;621668.00000;320414.00000;942082.00000;621668.00000;320414.00000;523037.00000;356093.00000;166944.00000;523037.00000;356093.00000;166944.00000;356093.00000;356093.00000;;265575.00000;265575.00000;166944.00000;265575.00000;265575.00000;166944.00000;263011.00000;263011.00000;166944.00000;263011.00000;263011.00000;166944.00000;263011.00000;263011.00000;
865;2022-03-23 18:49:42.098 +0300;157346.000000000000;177162.000000000000;137530.000000000000;157346.000000000000;177162.000000000000;137530.000000000000;157346.000000000000;177162.000000000000;137530.000000000000;157346.000000000000;177162.000000000000;137530.000000000000;177162.000000000000;177162.000000000000;;314692.00000;177162.00000;137530.00000;314692.00000;177162.00000;137530.00000;314692.00000;177162.00000;137530.00000;314692.00000;177162.00000;137530.00000;177162.00000;177162.00000;;177162.00000;177162.00000;137530.00000;177162.00000;177162.00000;137530.00000;177162.00000;177162.00000;137530.00000;177162.00000;177162.00000;137530.00000;177162.00000;177162.00000;
866;2022-03-23 18:49:42.098 +0300;149338.857142857143;175569.750000000000;114364.333333333333;134037.833333333333;153711.333333333333;114364.333333333333;109430.000000000000;102028.500000000000;114364.333333333333;109430.000000000000;102028.500000000000;114364.333333333333;79577.000000000000;106362.000000000000;66184.500000000000;1045372.00000;702279.00000;343093.00000;804227.00000;461134.00000;343093.00000;547150.00000;204057.00000;343093.00000;547150.00000;204057.00000;343093.00000;238731.00000;106362.00000;132369.00000;257077.00000;257077.00000;210724.00000;257077.00000;257077.00000;210724.00000;210724.00000;106362.00000;210724.00000;210724.00000;106362.00000;210724.00000;106362.00000;106362.00000;72519.00000
867;2022-03-23 18:49:42.098 +0300;174207.800000000000;182617.000000000000;161594.000000000000;174207.800000000000;182617.000000000000;161594.000000000000;148569.666666666667;180529.500000000000;84650.000000000000;148569.666666666667;180529.500000000000;84650.000000000000;148569.666666666667;180529.500000000000;84650.000000000000;871039.00000;547851.00000;323188.00000;871039.00000;547851.00000;323188.00000;445709.00000;361059.00000;84650.00000;445709.00000;361059.00000;84650.00000;445709.00000;361059.00000;84650.00000;238538.00000;213354.00000;238538.00000;238538.00000;213354.00000;238538.00000;213354.00000;213354.00000;84650.00000;213354.00000;213354.00000;84650.00000;213354.00000;213354.00000;84650.00000
868;2022-03-23 18:49:42.098 +0300;146971.400000000000;183705.500000000000;122482.000000000000;153246.250000000000;183705.500000000000;122787.000000000000;153246.250000000000;183705.500000000000;122787.000000000000;153246.250000000000;183705.500000000000;122787.000000000000;153246.250000000000;183705.500000000000;122787.000000000000;734857.00000;367411.00000;367446.00000;612985.00000;367411.00000;245574.00000;612985.00000;367411.00000;245574.00000;612985.00000;367411.00000;245574.00000;612985.00000;367411.00000;245574.00000;275757.00000;275757.00000;182404.00000;275757.00000;275757.00000;182404.00000;275757.00000;275757.00000;182404.00000;275757.00000;275757.00000;182404.00000;275757.00000;275757.00000;182404.00000
869;2022-03-23 18:49:42.098 +0300;145731.500000000000;53083.000000000000;238380.000000000000;145731.500000000000;53083.000000000000;238380.000000000000;177692.000000000000;56316.000000000000;238380.000000000000;177692.000000000000;56316.000000000000;238380.000000000000;177692.000000000000;56316.000000000000;238380.000000000000;582926.00000;106166.00000;476760.00000;582926.00000;106166.00000;476760.00000;533076.00000;56316.00000;476760.00000;533076.00000;56316.00000;476760.00000;533076.00000;56316.00000;476760.00000;269412.00000;56316.00000;269412.00000;269412.00000;56316.00000;269412.00000;269412.00000;56316.00000;269412.00000;269412.00000;56316.00000;269412.00000;269412.00000;56316.00000;269412.00000
870;2022-03-23 18:49:42.098 +0300;172694.400000000000;;172694.400000000000;207911.250000000000;;207911.250000000000;207911.250000000000;;207911.250000000000;207911.250000000000;;207911.250000000000;203683.333333333333;;203683.333333333333;863472.00000;;863472.00000;831645.00000;;831645.00000;831645.00000;;831645.00000;831645.00000;;831645.00000;611050.00000;;611050.00000;280654.00000;;280654.00000;280654.00000;;280654.00000;280654.00000;;280654.00000;280654.00000;;280654.00000;280654.00000;;280654.00000
871;2022-03-23 18:49:42.098 +0300;175779.600000000000;237601.666666666667;83046.500000000000;175779.600000000000;237601.666666666667;83046.500000000000;153508.750000000000;223971.000000000000;83046.500000000000;153508.750000000000;223971.000000000000;83046.500000000000;184867.000000000000;223971.000000000000;106659.000000000000;878898.00000;712805.00000;166093.00000;878898.00000;712805.00000;166093.00000;614035.00000;447942.00000;166093.00000;614035.00000;447942.00000;166093.00000;554601.00000;447942.00000;106659.00000;299774.00000;299774.00000;106659.00000;299774.00000;299774.00000;106659.00000;299774.00000;299774.00000;106659.00000;299774.00000;299774.00000;106659.00000;299774.00000;299774.00000;106659.00000
872;2022-03-23 18:49:42.098 +0300;153950.000000000000;153950.000000000000;;153950.000000000000;153950.000000000000;;194720.000000000000;194720.000000000000;;194720.000000000000;194720.000000000000;;194720.000000000000;194720.000000000000;;307900.00000;307900.00000;;307900.00000;307900.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;;194720.00000;194720.00000;
