"CUSTOMER_RK";"report_dttm";"MIN_TRN_AMT_USD_NRTL_4W";"MIN_TRN_AMT_RUB_NRTL_4W";"MIN_TRN_AMT_USD_CASH_4W";"MIN_TRN_AMT_RUB_CASH_4W";"MIN_TRN_AMT_USD_TRVL_4W";"MIN_TRN_AMT_RUB_TRVL_4W";"MIN_TRN_AMT_USD_MED_4W";"MIN_TRN_AMT_RUB_MED_4W";"MIN_TRN_AMT_USD_RTL_4W";"MIN_TRN_AMT_RUB_RTL_4W";"MIN_TRN_AMT_USD_NRTL_3W";"MIN_TRN_AMT_RUB_NRTL_3W";"MIN_TRN_AMT_USD_CASH_3W";"MIN_TRN_AMT_RUB_CASH_3W";"MIN_TRN_AMT_USD_TRVL_3W";"MIN_TRN_AMT_RUB_TRVL_3W";"MIN_TRN_AMT_USD_MED_3W";"MIN_TRN_AMT_RUB_MED_3W";"MIN_TRN_AMT_USD_RTL_3W";"MIN_TRN_AMT_RUB_RTL_3W";"MIN_TRN_AMT_USD_NRTL_2W";"MIN_TRN_AMT_RUB_NRTL_2W";"MIN_TRN_AMT_USD_CASH_2W";"MIN_TRN_AMT_RUB_CASH_2W";"MIN_TRN_AMT_USD_TRVL_2W";"MIN_TRN_AMT_RUB_TRVL_2W";"MIN_TRN_AMT_USD_MED_2W";"MIN_TRN_AMT_RUB_MED_2W";"MIN_TRN_AMT_USD_RTL_2W";"MIN_TRN_AMT_RUB_RTL_2W";"MIN_TRN_AMT_USD_NRTL_1W";"MIN_TRN_AMT_RUB_NRTL_1W";"MIN_TRN_AMT_USD_CASH_1W";"MIN_TRN_AMT_RUB_CASH_1W";"MIN_TRN_AMT_USD_TRVL_1W";"MIN_TRN_AMT_RUB_TRVL_1W";"MIN_TRN_AMT_USD_MED_1W";"MIN_TRN_AMT_RUB_MED_1W";"MIN_TRN_AMT_USD_RTL_1W";"MIN_TRN_AMT_RUB_RTL_1W";"MAX_TRN_AMT_USD_NRTL_4W";"MAX_TRN_AMT_RUB_NRTL_4W";"MAX_TRN_AMT_USD_CASH_4W";"MAX_TRN_AMT_RUB_CASH_4W";"MAX_TRN_AMT_USD_TRVL_4W";"MAX_TRN_AMT_RUB_TRVL_4W";"MAX_TRN_AMT_USD_MED_4W";"MAX_TRN_AMT_RUB_MED_4W";"MAX_TRN_AMT_USD_RTL_4W";"MAX_TRN_AMT_RUB_RTL_4W";"MAX_TRN_AMT_USD_NRTL_3W";"MAX_TRN_AMT_RUB_NRTL_3W";"MAX_TRN_AMT_USD_CASH_3W";"MAX_TRN_AMT_RUB_CASH_3W";"MAX_TRN_AMT_USD_TRVL_3W";"MAX_TRN_AMT_RUB_TRVL_3W";"MAX_TRN_AMT_USD_MED_3W";"MAX_TRN_AMT_RUB_MED_3W";"MAX_TRN_AMT_USD_RTL_3W";"MAX_TRN_AMT_RUB_RTL_3W";"MAX_TRN_AMT_USD_NRTL_2W";"MAX_TRN_AMT_RUB_NRTL_2W";"MAX_TRN_AMT_USD_CASH_2W";"MAX_TRN_AMT_RUB_CASH_2W";"MAX_TRN_AMT_USD_TRVL_2W";"MAX_TRN_AMT_RUB_TRVL_2W";"MAX_TRN_AMT_USD_MED_2W";"MAX_TRN_AMT_RUB_MED_2W";"MAX_TRN_AMT_USD_RTL_2W";"MAX_TRN_AMT_RUB_RTL_2W";"MAX_TRN_AMT_USD_NRTL_1W";"MAX_TRN_AMT_RUB_NRTL_1W";"MAX_TRN_AMT_USD_CASH_1W";"MAX_TRN_AMT_RUB_CASH_1W";"MAX_TRN_AMT_USD_TRVL_1W";"MAX_TRN_AMT_RUB_TRVL_1W";"MAX_TRN_AMT_USD_MED_1W";"MAX_TRN_AMT_RUB_MED_1W";"MAX_TRN_AMT_USD_RTL_1W";"MAX_TRN_AMT_RUB_RTL_1W";"SUM_TRN_AMT_USD_NRTL_4W";"SUM_TRN_AMT_RUB_NRTL_4W";"SUM_TRN_AMT_USD_CASH_4W";"SUM_TRN_AMT_RUB_CASH_4W";"SUM_TRN_AMT_USD_TRVL_4W";"SUM_TRN_AMT_RUB_TRVL_4W";"SUM_TRN_AMT_USD_MED_4W";"SUM_TRN_AMT_RUB_MED_4W";"SUM_TRN_AMT_USD_RTL_4W";"SUM_TRN_AMT_RUB_RTL_4W";"SUM_TRN_AMT_USD_NRTL_3W";"SUM_TRN_AMT_RUB_NRTL_3W";"SUM_TRN_AMT_USD_CASH_3W";"SUM_TRN_AMT_RUB_CASH_3W";"SUM_TRN_AMT_USD_TRVL_3W";"SUM_TRN_AMT_RUB_TRVL_3W";"SUM_TRN_AMT_USD_MED_3W";"SUM_TRN_AMT_RUB_MED_3W";"SUM_TRN_AMT_USD_RTL_3W";"SUM_TRN_AMT_RUB_RTL_3W";"SUM_TRN_AMT_USD_NRTL_2W";"SUM_TRN_AMT_RUB_NRTL_2W";"SUM_TRN_AMT_USD_CASH_2W";"SUM_TRN_AMT_RUB_CASH_2W";"SUM_TRN_AMT_USD_TRVL_2W";"SUM_TRN_AMT_RUB_TRVL_2W";"SUM_TRN_AMT_USD_MED_2W";"SUM_TRN_AMT_RUB_MED_2W";"SUM_TRN_AMT_USD_RTL_2W";"SUM_TRN_AMT_RUB_RTL_2W";"SUM_TRN_AMT_USD_NRTL_1W";"SUM_TRN_AMT_RUB_NRTL_1W";"SUM_TRN_AMT_USD_CASH_1W";"SUM_TRN_AMT_RUB_CASH_1W";"SUM_TRN_AMT_USD_TRVL_1W";"SUM_TRN_AMT_RUB_TRVL_1W";"SUM_TRN_AMT_USD_MED_1W";"SUM_TRN_AMT_RUB_MED_1W";"SUM_TRN_AMT_USD_RTL_1W";"SUM_TRN_AMT_RUB_RTL_1W"
934;2022-03-23 18:51:06.677 +0300;8814.00000;8190.00000;;;;;;;13294.00000;;8814.00000;8190.00000;;;;;;;13294.00000;;8814.00000;8190.00000;;;;;;;13294.00000;;8814.00000;8190.00000;;;;;;;13294.00000;;13189.00000;8190.00000;;;;;;;13294.00000;;13189.00000;8190.00000;;;;;;;13294.00000;;13189.00000;8190.00000;;;;;;;13294.00000;;13189.00000;8190.00000;;;;;;;13294.00000;;32721.00000;8190.00000;;;;;;;13294.00000;;32721.00000;8190.00000;;;;;;;13294.00000;;32721.00000;8190.00000;;;;;;;13294.00000;;32721.00000;8190.00000;;;;;;;13294.00000;
935;2022-03-23 18:51:06.677 +0300;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000;;6147.00000;;;;;;;;1951.00000
936;2022-03-23 18:51:06.677 +0300;;2602.00000;;7842.00000;;;;;;1899.00000;;2602.00000;;7842.00000;;;;;;1899.00000;;2602.00000;;7842.00000;;;;;;1899.00000;;2602.00000;;7842.00000;;;;;;1899.00000;;12871.00000;;7842.00000;;;;;;1899.00000;;12871.00000;;7842.00000;;;;;;1899.00000;;12871.00000;;7842.00000;;;;;;1899.00000;;12871.00000;;7842.00000;;;;;;1899.00000;;23315.00000;;7842.00000;;;;;;1899.00000;;23315.00000;;7842.00000;;;;;;1899.00000;;23315.00000;;7842.00000;;;;;;1899.00000;;23315.00000;;7842.00000;;;;;;1899.00000
937;2022-03-23 18:51:06.677 +0300;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;;4335.00000;7932.00000;;7932.00000;;;;;;
938;2022-03-23 18:51:06.677 +0300;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;;1282.00000;10177.00000;;;;;;;;
939;2022-03-23 18:51:06.677 +0300;;1528.00000;;1528.00000;;;;;;;;1528.00000;;1528.00000;;;;;;;;1528.00000;;1528.00000;;;;;;;;1528.00000;;1528.00000;;;;;;;;14624.00000;;7396.00000;;;;;;;;14624.00000;;7396.00000;;;;;;;;14624.00000;;7396.00000;;;;;;;;14624.00000;;7396.00000;;;;;;;;29724.00000;;8924.00000;;;;;;;;29724.00000;;8924.00000;;;;;;;;29724.00000;;8924.00000;;;;;;;;29724.00000;;8924.00000;;;;;;
940;2022-03-23 18:51:06.677 +0300;12163.00000;5543.00000;;;;;;;;;12163.00000;5543.00000;;;;;;;;;12163.00000;5543.00000;;;;;;;;;12163.00000;5543.00000;;;;;;;;;14863.00000;5543.00000;;;;;;;;;14863.00000;5543.00000;;;;;;;;;14863.00000;5543.00000;;;;;;;;;14863.00000;5543.00000;;;;;;;;;27026.00000;5543.00000;;;;;;;;;27026.00000;5543.00000;;;;;;;;;27026.00000;5543.00000;;;;;;;;;27026.00000;5543.00000;;;;;;;;
941;2022-03-23 18:51:06.677 +0300;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;;4444.00000;2112.00000;;;;;;;;
942;2022-03-23 18:51:06.677 +0300;1481.00000;953.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;953.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;953.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;953.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12020.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12020.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12020.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12020.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12973.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12973.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12973.00000;;;;12020.00000;;;873.00000;148.00000;1481.00000;12973.00000;;;;12020.00000;;;873.00000;148.00000
943;2022-03-23 18:51:06.677 +0300;;593.00000;;8508.00000;;;;;;;;593.00000;;8508.00000;;;;;;;;593.00000;;8508.00000;;;;;;;;593.00000;;8508.00000;;;;;;;;13012.00000;;8508.00000;;;;;;;;13012.00000;;8508.00000;;;;;;;;13012.00000;;8508.00000;;;;;;;;13012.00000;;8508.00000;;;;;;;;22113.00000;;8508.00000;;;;;;;;22113.00000;;8508.00000;;;;;;;;22113.00000;;8508.00000;;;;;;;;22113.00000;;8508.00000;;;;;;
944;2022-03-23 18:51:06.677 +0300;1734.00000;11842.00000;;11842.00000;;;;;;;1734.00000;11842.00000;;11842.00000;;;;;;;1734.00000;11842.00000;;11842.00000;;;;;;;1734.00000;11842.00000;;11842.00000;;;;;;;11398.00000;11842.00000;;11842.00000;;;;;;;11398.00000;11842.00000;;11842.00000;;;;;;;11398.00000;11842.00000;;11842.00000;;;;;;;11398.00000;11842.00000;;11842.00000;;;;;;;13132.00000;11842.00000;;11842.00000;;;;;;;13132.00000;11842.00000;;11842.00000;;;;;;;13132.00000;11842.00000;;11842.00000;;;;;;;13132.00000;11842.00000;;11842.00000;;;;;;
945;2022-03-23 18:51:06.677 +0300;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000;12632.00000;;;;12632.00000;;;;;10008.00000
946;2022-03-23 18:51:06.677 +0300;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;;13153.00000;6675.00000;13153.00000;6675.00000;;;;;;
947;2022-03-23 18:51:06.677 +0300;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;;6900.00000;10382.00000;;;;;;;2317.00000;
948;2022-03-23 18:51:06.677 +0300;14107.00000;;;;;;;;;;14107.00000;;;;;;;;;;14107.00000;;;;;;;;;;14107.00000;;;;;;;;;;14234.00000;;;;;;;;;;14234.00000;;;;;;;;;;14234.00000;;;;;;;;;;14234.00000;;;;;;;;;;28341.00000;;;;;;;;;;28341.00000;;;;;;;;;;28341.00000;;;;;;;;;;28341.00000;;;;;;;;;
949;2022-03-23 18:51:06.677 +0300;1119.00000;;;;11817.00000;;;;;;1119.00000;;;;11817.00000;;;;;;1119.00000;;;;11817.00000;;;;;;1119.00000;;;;11817.00000;;;;;;11817.00000;;;;11817.00000;;;;;;11817.00000;;;;11817.00000;;;;;;11817.00000;;;;11817.00000;;;;;;11817.00000;;;;11817.00000;;;;;;18082.00000;;;;11817.00000;;;;;;18082.00000;;;;11817.00000;;;;;;18082.00000;;;;11817.00000;;;;;;18082.00000;;;;11817.00000;;;;;
950;2022-03-23 18:51:06.677 +0300;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;;10172.00000;;;;;;;;5510.00000;
951;2022-03-23 18:51:06.677 +0300;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;;1886.00000;12328.00000;;;1886.00000;;;;;
952;2022-03-23 18:51:06.677 +0300;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;;12786.00000;11992.00000;;;;11992.00000;;;;
953;2022-03-23 18:51:06.677 +0300;6031.00000;1154.00000;6031.00000;11601.00000;;1154.00000;;;;;6031.00000;1154.00000;6031.00000;11601.00000;;1154.00000;;;;;6031.00000;1154.00000;6031.00000;11601.00000;;1154.00000;;;;;6031.00000;1154.00000;6031.00000;11601.00000;;1154.00000;;;;;9713.00000;11601.00000;6031.00000;11601.00000;;1154.00000;;;;;9713.00000;11601.00000;6031.00000;11601.00000;;1154.00000;;;;;9713.00000;11601.00000;6031.00000;11601.00000;;1154.00000;;;;;9713.00000;11601.00000;6031.00000;11601.00000;;1154.00000;;;;;15744.00000;12755.00000;6031.00000;11601.00000;;1154.00000;;;;;15744.00000;12755.00000;6031.00000;11601.00000;;1154.00000;;;;;15744.00000;12755.00000;6031.00000;11601.00000;;1154.00000;;;;;15744.00000;12755.00000;6031.00000;11601.00000;;1154.00000;;;;
954;2022-03-23 18:51:06.677 +0300;12990.00000;9161.00000;;13103.00000;;;;;;;12990.00000;9161.00000;;13103.00000;;;;;;;12990.00000;9161.00000;;13103.00000;;;;;;;12990.00000;9161.00000;;13103.00000;;;;;;;13839.00000;13103.00000;;13103.00000;;;;;;;13839.00000;13103.00000;;13103.00000;;;;;;;13839.00000;13103.00000;;13103.00000;;;;;;;13839.00000;13103.00000;;13103.00000;;;;;;;26829.00000;22264.00000;;13103.00000;;;;;;;26829.00000;22264.00000;;13103.00000;;;;;;;26829.00000;22264.00000;;13103.00000;;;;;;;26829.00000;22264.00000;;13103.00000;;;;;;
955;2022-03-23 18:51:06.677 +0300;2550.00000;1857.00000;;;9875.00000;;;;;;2550.00000;1857.00000;;;9875.00000;;;;;;2550.00000;1857.00000;;;9875.00000;;;;;;2550.00000;1857.00000;;;9875.00000;;;;;;9875.00000;1857.00000;;;9875.00000;;;;;;9875.00000;1857.00000;;;9875.00000;;;;;;9875.00000;1857.00000;;;9875.00000;;;;;;9875.00000;1857.00000;;;9875.00000;;;;;;12425.00000;1857.00000;;;9875.00000;;;;;;12425.00000;1857.00000;;;9875.00000;;;;;;12425.00000;1857.00000;;;9875.00000;;;;;;12425.00000;1857.00000;;;9875.00000;;;;;
956;2022-03-23 18:51:06.677 +0300;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000;;5296.00000;;;;5296.00000;;;;10981.00000
957;2022-03-23 18:51:06.677 +0300;5456.00000;;;;;;;;;;5456.00000;;;;;;;;;;5456.00000;;;;;;;;;;5456.00000;;;;;;;;;;7325.00000;;;;;;;;;;7325.00000;;;;;;;;;;7325.00000;;;;;;;;;;7325.00000;;;;;;;;;;12781.00000;;;;;;;;;;12781.00000;;;;;;;;;;12781.00000;;;;;;;;;;12781.00000;;;;;;;;;
958;2022-03-23 18:51:06.677 +0300;3317.00000;388.00000;13145.00000;;;388.00000;;;;;3317.00000;388.00000;13145.00000;;;388.00000;;;;;3317.00000;388.00000;13145.00000;;;388.00000;;;;;3317.00000;388.00000;13145.00000;;;388.00000;;;;;13145.00000;388.00000;13145.00000;;;388.00000;;;;;13145.00000;388.00000;13145.00000;;;388.00000;;;;;13145.00000;388.00000;13145.00000;;;388.00000;;;;;13145.00000;388.00000;13145.00000;;;388.00000;;;;;16462.00000;388.00000;13145.00000;;;388.00000;;;;;16462.00000;388.00000;13145.00000;;;388.00000;;;;;16462.00000;388.00000;13145.00000;;;388.00000;;;;;16462.00000;388.00000;13145.00000;;;388.00000;;;;
959;2022-03-23 18:51:06.677 +0300;2120.00000;9284.00000;;;;9284.00000;;;;;2120.00000;9284.00000;;;;9284.00000;;;;;2120.00000;9284.00000;;;;9284.00000;;;;;2120.00000;9284.00000;;;;9284.00000;;;;;10699.00000;9284.00000;;;;9284.00000;;;;;10699.00000;9284.00000;;;;9284.00000;;;;;10699.00000;9284.00000;;;;9284.00000;;;;;10699.00000;9284.00000;;;;9284.00000;;;;;22049.00000;9284.00000;;;;9284.00000;;;;;22049.00000;9284.00000;;;;9284.00000;;;;;22049.00000;9284.00000;;;;9284.00000;;;;;22049.00000;9284.00000;;;;9284.00000;;;;
960;2022-03-23 18:51:06.677 +0300;11123.00000;1745.00000;;;;;;;2276.00000;;11123.00000;1745.00000;;;;;;;2276.00000;;11123.00000;1745.00000;;;;;;;2276.00000;;11123.00000;1745.00000;;;;;;;2276.00000;;11123.00000;9964.00000;;;;;;;2276.00000;;11123.00000;9964.00000;;;;;;;2276.00000;;11123.00000;9964.00000;;;;;;;2276.00000;;11123.00000;9964.00000;;;;;;;2276.00000;;11123.00000;11709.00000;;;;;;;2276.00000;;11123.00000;11709.00000;;;;;;;2276.00000;;11123.00000;11709.00000;;;;;;;2276.00000;;11123.00000;11709.00000;;;;;;;2276.00000;
961;2022-03-23 18:51:06.677 +0300;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;;;7802.00000;;;;;;;;
962;2022-03-23 18:51:06.677 +0300;12315.00000;250.00000;;;;;;;1105.00000;;12315.00000;250.00000;;;;;;;1105.00000;;12315.00000;250.00000;;;;;;;1105.00000;;12315.00000;250.00000;;;;;;;1105.00000;;12315.00000;3530.00000;;;;;;;1105.00000;;12315.00000;3530.00000;;;;;;;1105.00000;;12315.00000;3530.00000;;;;;;;1105.00000;;12315.00000;3530.00000;;;;;;;1105.00000;;12315.00000;3780.00000;;;;;;;1105.00000;;12315.00000;3780.00000;;;;;;;1105.00000;;12315.00000;3780.00000;;;;;;;1105.00000;;12315.00000;3780.00000;;;;;;;1105.00000;
963;2022-03-23 18:51:06.677 +0300;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;;9020.00000;10916.00000;9020.00000;;;;;;5162.00000;
964;2022-03-23 18:51:06.677 +0300;661.00000;;;;;;;;;;661.00000;;;;;;;;;;661.00000;;;;;;;;;;661.00000;;;;;;;;;;12264.00000;;;;;;;;;;12264.00000;;;;;;;;;;12264.00000;;;;;;;;;;12264.00000;;;;;;;;;;26997.00000;;;;;;;;;;26997.00000;;;;;;;;;;26997.00000;;;;;;;;;;26997.00000;;;;;;;;;
965;2022-03-23 18:51:06.677 +0300;9924.00000;13085.00000;9924.00000;13085.00000;;;;;14332.00000;;9924.00000;13085.00000;9924.00000;13085.00000;;;;;14332.00000;;9924.00000;13085.00000;9924.00000;13085.00000;;;;;14332.00000;;9924.00000;13085.00000;9924.00000;13085.00000;;;;;14332.00000;;11631.00000;13461.00000;9924.00000;13085.00000;;;;;14332.00000;;11631.00000;13461.00000;9924.00000;13085.00000;;;;;14332.00000;;11631.00000;13461.00000;9924.00000;13085.00000;;;;;14332.00000;;11631.00000;13461.00000;9924.00000;13085.00000;;;;;14332.00000;;21555.00000;26546.00000;9924.00000;13085.00000;;;;;14332.00000;;21555.00000;26546.00000;9924.00000;13085.00000;;;;;14332.00000;;21555.00000;26546.00000;9924.00000;13085.00000;;;;;14332.00000;;21555.00000;26546.00000;9924.00000;13085.00000;;;;;14332.00000;
966;2022-03-23 18:51:06.677 +0300;3900.00000;5741.00000;;;;;;;;;3900.00000;5741.00000;;;;;;;;;3900.00000;5741.00000;;;;;;;;;3900.00000;5741.00000;;;;;;;;;3900.00000;7493.00000;;;;;;;;;3900.00000;7493.00000;;;;;;;;;3900.00000;7493.00000;;;;;;;;;3900.00000;7493.00000;;;;;;;;;3900.00000;13234.00000;;;;;;;;;3900.00000;13234.00000;;;;;;;;;3900.00000;13234.00000;;;;;;;;;3900.00000;13234.00000;;;;;;;;
967;2022-03-23 18:51:06.677 +0300;2358.00000;7579.00000;;;2358.00000;;;;;;2358.00000;7579.00000;;;2358.00000;;;;;;2358.00000;7579.00000;;;2358.00000;;;;;;2358.00000;7579.00000;;;2358.00000;;;;;;2358.00000;14300.00000;;;2358.00000;;;;;;2358.00000;14300.00000;;;2358.00000;;;;;;2358.00000;14300.00000;;;2358.00000;;;;;;2358.00000;14300.00000;;;2358.00000;;;;;;2358.00000;35553.00000;;;2358.00000;;;;;;2358.00000;35553.00000;;;2358.00000;;;;;;2358.00000;35553.00000;;;2358.00000;;;;;;2358.00000;35553.00000;;;2358.00000;;;;;
968;2022-03-23 18:51:06.677 +0300;;1714.00000;;2535.00000;;;;;;;;1714.00000;;2535.00000;;;;;;;;1714.00000;;2535.00000;;;;;;;;1714.00000;;2535.00000;;;;;;;;11756.00000;;2535.00000;;;;;;;;11756.00000;;2535.00000;;;;;;;;11756.00000;;2535.00000;;;;;;;;11756.00000;;2535.00000;;;;;;;;16005.00000;;2535.00000;;;;;;;;16005.00000;;2535.00000;;;;;;;;16005.00000;;2535.00000;;;;;;;;16005.00000;;2535.00000;;;;;;
969;2022-03-23 18:51:06.677 +0300;;3816.00000;;8830.00000;;;;;;;;3816.00000;;8830.00000;;;;;;;;3816.00000;;8830.00000;;;;;;;;3816.00000;;8830.00000;;;;;;;;8830.00000;;8830.00000;;;;;;;;8830.00000;;8830.00000;;;;;;;;8830.00000;;8830.00000;;;;;;;;8830.00000;;8830.00000;;;;;;;;12646.00000;;8830.00000;;;;;;;;12646.00000;;8830.00000;;;;;;;;12646.00000;;8830.00000;;;;;;;;12646.00000;;8830.00000;;;;;;
